source	target	correlation
Canadian Imperial Bank	Crown Holdings	0.022759078571933797
BBMG	CIC Group	0.02466801738723625
Flextronics International	CME Group	0.02573039524320053
Resona Holdings	Sumitomo Mitsui Trust	0.10171372742154444
Burgan Bank	Bank Hapoalim	0.029557505747191383
MasterCard	JPMorgan Chase	0.022639152431851394
Dominion Resources	Power Assets Holdings	0.07633884302501444
Hankyu Hanshin Holdings	Lotte Shopping	0.1180477453439577
Tesla Motors	Volvo Group	0.048874886920000665
CapitaLand	Starwood Property Trust	0.049658204662938195
GEA Group	Yara International	0.02573719810481984
Kagoshima Bank	Arab National Bank	0.025187599621989798
CK Hutchison	LG Chem	0.02764772236194842
Steinhoff International	Tyco International	0.1877197077419584
Land Securities Group	Guosen Securities	0.0550600093061463
Land Securities Group	Everbright Securities	0.12145990226644962
Commercial International Bank	Shizuoka Bank	0.10004070329846615
E.Sun Financial	Oji Holdings	0.02521982617432339
Kesko	Salzgitter	0.02379444605166259
Regions Financial	CNO Financial Group	0.05232571703276341
Kirin Holdings	Recruit Holdings	0.1187817778213254
Honeywell International	Autoliv	0.02430687048268456
Goldin Financial Holdings	CLP Holdings	0.08868417889904963
Permanent TSB Group	CNO Financial Group	0.02516267671148726
GKN	Hammerson plc	0.023340669944649874
Hertz Global Holdings	Catlin Group	0.023590862817493875
BOE Technology Group	Delek Group	0.025863206868619794
Rockwell Collins	Henderson Land	0.12707993800243794
Schneider Electric	DTE Energy	0.07335510651879365
China Coal Energy	Sinohydro Group	0.0758105129165758
Companhia Brasileira de Distribuicao	Grupo ACS	0.09877097060930327
Simon Property Group	Principal Financial Group	0.07326032261474348
Yanzhou Coal Mining	AGL Resources	0.15333314348686694
Arab National Bank	Laurentian Bank	0.07717008541302292
RSA Insurance Group	Mega Financial Holding	0.024576788041659376
Komatsu	IHI	0.12478168460298941
Hengan International Group	Commercial Bank For Investment & Development Of Vietnam	0.05477297399652031
JX Holdings	Shimao Property Holdings	0.15620235588494988
Mitsubishi Electric	Hokkaido Electric Power	0.14827923332852674
Chongqing Rural Bank	Metropolitan Bank & Trust	0.04834397831229679
Beijing Enterprises	Shenzhen Overseas	0.06061740279927306
Dongbu Insurance	Yamato Holdings	0.02292677809198976
Deutsche Lufthansa	Salzgitter	0.02549543776707344
Shanghai Industrial Holdings	China Everbright Bank	0.02539233683389989
CF Industries Holdings	LyondellBasell Industries	0.05433224012859868
Marriott International	Host Hotels & Resorts	0.023879503617102997
Varian Medical Systems	Trinity Industries	0.024706010862216157
Flextronics International	Expeditors International	0.1333350815479839
Lear	TRW Automotive Holdings	0.12383987054547271
MegaFon	VimpelCom	0.5722597052426802
China Oilfield Services	BOE Technology Group	0.026185802881181275
China Railway Construction	Oriental Land	0.024357730424351444
Industrial Bank	Iyo Bank	0.2305158161930459
Mazda Motor	Fiat Chrysler Automobiles	0.023278963222273893
DBS Group	Thanachart Capital	0.07874078446848493
Taiwan Mobile	Hainan Airlines	0.02324505199373256
Goldin Financial Holdings	First Financial Holding	0.1825292289174589
Aisin Seiki	JGC	0.023118844279545962
China Oilfield Services	NH Investment & Securities	0.02385827152094152
Oil Search	Noble Energy	0.026235173362845293
Kasikornbank	Taishin Financial Holdings	0.023613155094281416
Qatar Islamic Bank	National Commercial Bank	0.05047421961446588
HSBC Holdings	Michael Kors Holdings	0.05684304142576146
Iyo Bank	Guaranty Trust Bank	0.02397104828930009
G4S	Skanska	0.0749311960524055
Japan Exchange Group	Mizuho Financial	0.12734362535471588
Hysan Development	China Development Financial	0.08065695573752389
Solvay	DSM	0.15458293360438277
Saudi Hollandi Bank	Standard Bank Group	0.025435738781703913
Dalian Wanda Commercial Properties	Evergrande Real Estate	0.04727464480668196
Wilmar International	Hana Financial Group	0.05069513044237906
Qatar National Bank	Guaranty Trust Bank	0.024398746957367927
DBS Group	Compass Group	0.10306554025536095
Kubota	Senshu Ikeda Holdings	0.12522239475037655
Meritz Financial Group	Belle International Holdings	0.0800227349315765
China Cosco Holdings	Michael Kors Holdings	0.050713306197612655
Ping An Insurance Group	Commercial Bank For Investment & Development Of Vietnam	0.024426511641209844
Uniqa	CNP Assurances	0.02366055983311732
LS Corp	SK Telecom	0.02591087567800762
Hyundai Wia	Hyundai Heavy Industries	0.07963887931314027
Kasikornbank	Genting	0.02387169335112292
Electrolux Group	SCA	0.049303702044179575
ATOS	Sinohydro Group	0.023453412558655847
Avalonbay Communities	Discover Financial Services	0.023626027523770354
China Merchants Holdings	HD Supply Holdings	0.02543720210391693
Babcock International Group	Hertz Global Holdings	0.10191383817763876
General Electric	Toppan Printing	0.02290703182765787
Zoomlion Heavy Industry	Fuji Heavy Industries	0.049011855891154074
Prudential Financial	Nomura Holdings	0.02384634012863298
Greentown China Holdings	Financial Street Holdings	0.049741707377101894
Avis Budget Group	Radian Group	0.024705782291491174
Shanghai Commercial & Savings Bank	Standard Bank Group	0.12568901302561275
Shanghai International Port	Changjiang Securities	0.023578761662313326
Everbright Securities	SinoPac Financial	0.09979527867691933
Softbank	Rakuten	0.11174658393878616
Tongling Nonferrous Metals	Angang Steel	0.3007153588692094
Weichai Power	Power Assets Holdings	0.11298601576779385
Datang International Power	Shanghai Construction	0.024390349023744193
China Coal Energy	CMS Energy	0.024021334171174052
United Continental Holdings	American Financial Group	0.02508930795624812
Delek Group	Belle International Holdings	0.04723425553307666
IOI Group	Vienna Insurance Group	0.0244521141993702
Interactive Brokers Group	Continental Resources	0.02625249630139166
Datang International Power	Guangdong Investment	0.02432276193570946
Shanghai Pharmaceuticals	Taiwan Mobile	0.04847828907783374
Lenovo Group	Aspen Pharmacare Holdings	0.023396140875208703
Dai Nippon Printing	Midea Group Co. Ltd.	0.024189067393755398
Shinhan Financial Group	Yamaguchi Financial	0.12899519426026723
Bank Audi	Toho Bank	0.05359197690315185
Akbank	Garanti Bank	0.6386762960382865
NKSJ Holdings	Arch Capital Group	0.02422603094734117
Shinhan Financial Group	Compass Group	0.05058743072789053
AmTrust Financial Services	Skyworks Solutions Inc.	0.024109888992791487
Fujitsu	NEC	0.18086005367604918
China Hongqiao Group	Midea Group Co. Ltd.	0.12566841612552482
Hyundai Engineering	Guangzhou Automobile Group Co. Ltd.	0.02522272649257091
Belle International Holdings	Atlas Copco	0.02475471037452396
DTE Energy	CGN Power	0.07261274627396193
Zimmer Holdings	Country Garden Holdings	0.026611508513531883
CIT Group	Catlin Group	0.07537889092364523
Apache	Anadarko Petroleum	0.046725052397115045
Manila Electric	Gree Electric Appliances	0.028585997315736494
Rockwell Automation	Industrial Alliance Insurance	0.02784294746004207
Sunac China Holdings	Shanghai Construction	0.048919051981029055
China Coal Energy	China Power International Development	0.10086340035943482
SanDisk	Seagate Technology	0.10334124628922815
Neste Oil	Occidental Petroleum	0.12485072910319517
Bank Muscat	Signature Bank	0.05306830524269103
Public Bank	Gunma Bank	0.15322216441798128
Leucadia National	First Financial Holding	0.02498348945776675
QEP Resources	GS Holdings	0.024637298790183282
Datang International Power	China Resources Enterprise	0.04734859486485535
Svenska Handelsbanken	Norwegian Cruise Line Holdings	0.023598305031329366
Electrolux Group	APA Group	0.02570963807399794
Formosa Chemicals	Formosa Petrochemical	0.2802876280667915
MOL Hungarian Oil	LukOil	0.07581094734523698
Randstad Holding	Uniqa	0.05013837668069974
IOI Group	HSBC Holdings	0.07979248955193959
JSW Steel	Evraz Group	0.04882582441385597
Toshiba	LG Chem	0.08129164852226009
Korea Gas	Japan Airlines	0.026813320545229658
Tokyo Gas	Japan Airlines	0.025460582022132833
Corporation Bank	Kiyo Bank	0.0494644739222569
HD Supply Holdings	Agile Property Holdings	0.07664617467852197
BRF	Ultrapar Participacoes	0.024566816882567146
Aspen Pharmacare Holdings	Atlas Copco	0.023700006980582694
HSBC Holdings	China Resources Land	0.023549831496269796
Sumitomo Mitsui Trust	Hanwa	0.174013908427522
Zoomlion Heavy Industry	Sany Heavy Industry	0.38727964074086474
Inpex	DSME	0.023902941619028395
Sumitomo Corp	Secom	0.024784150185502375
Samba Financial Group	Mitsubishi UFJ Financial	0.024818954293965134
AmBank Group	MMI Holdings	0.02406269831667295
Henry Schein	Ingram Micro	0.025919047555574563
Oriental Land	Citic Pacific	0.024593441794856494
Sumitomo Mitsui Trust	Nippon Steel & Sumitomo Metal	0.07470346843757987
Mediatek	ASML Holding	0.024322856245791252
Dangote Cement	Formosa Petrochemical	0.02540709791022567
FBN Holdings	Nomura Holdings	0.12045758993632143
Union Pacific	First Pacific	0.332650193708611
Delta Air Lines	American Airlines Group	0.13247645627506974
Chubu Electric Power	Mitsui Fudosan	0.024691903489358888
Everbright Securities	Chugoku Bank	0.026078509456520235
Suncor Energy	Dominion Resources	0.023706582138234483
Norfolk Southern	Kansas City Southern	0.10965960904340914
Hitachi	NSK	0.02353848433192433
China Galaxy Securities	Shanghai Pharmaceuticals	0.10135608063887135
HSBC Holdings	BlackRock	0.023621976056009852
Daishi Bank	Tingyi Holding	0.023519244314568102
Air Canada	Korean Air	0.02399623619766514
Commercial Bank For Investment & Development Of Vietnam	Shenzhen Overseas	0.02427549999501317
Axis Bank	Kagoshima Bank	0.20178979803075484
Keppel Corp	TCL Corp	0.08286537718938726
CGI Group	Skyworks Solutions Inc.	0.02399324810207894
Altria Group	Nomura Holdings	0.023958964583524457
Yamanashi Chuo Bank	Shiga Bank	0.02716997186354085
NextEra Energy	Cimarex Energy	0.07907317145720985
Fukuoka Financial Group	China Fortune Land Development	0.1027515792694576
LG Household & Health Care	LG Electronics	0.02421943289417992
Datang International Power	Sinohydro Group	0.1020015009465086
Regions Financial	Voya Financial	0.027024946070494753
Hang Lung Group	Midea Group Co. Ltd.	0.024414358884920512
Cimarex Energy	National Oilwell Varco	0.023972361286702222
Industrial Securities	Otsuka Holding	0.024656899511129614
UCO Bank	TMB Bank	0.1266118093684254
Chubu Electric Power	Sempra Energy	0.023852549419492115
China Merchants Bank	SOHO China	0.023739426475360446
Ajinomoto	Eisai	0.08043559740943922
Technip	JGC	0.07728179834700892
Ageas	Prudential Financial	0.07542353033883308
HSBC Holdings	JG Summit Holdings	0.08541869801673528
Swiss Life Holding	Credit Suisse Group	0.025391435566636814
CorpBanca	Itaú Unibanco Holding	0.150204255524204
Taiheiyo Cement	Sumitomo Mitsui Financial	0.04898053712325098
DVB Bank	Hana Financial Group	0.02435287713443695
EXOR	Volkswagen Group	0.02426381714748322
Mondi	Geberit	0.023926334486608015
Credit Suisse Group	Essilor International	0.025105532454255786
AXA Group	Ageas	0.10809856847617219
Enbridge	Talisman Energy	0.04638678793074315
Archer Daniels Midland	Ingram Micro	0.025590590532698576
Tyco International	Delek Group	0.02446404273139758
Kasikornbank	TD Bank Group	0.02358872396501935
First Republic Bank	Gunma Bank	0.07488628369876507
Global Logistic Properties	BOE Technology Group	0.05419824604096173
Charter Communications	Chunghwa Telecom	0.05187425951109195
Mitsubishi Chemical	Sumitomo Chemical	0.4855880283678209
Public Bank	National Commercial Bank	0.4093151268754526
Deutsche Lufthansa	JPMorgan Chase	0.023888058640904666
OTP Bank	Signature Bank	0.02307648917213622
Lockheed Martin	Pearson	0.024487674439085252
China Unicom	Carrefour	0.023993480880790407
Daito Trust Construction	Ahli United Bank	0.0239365124790512
Hysan Development	Towngas	0.023212968908944098
Daiwa House Industry	Shaanxi Coal Industry	0.025469201192233566
Chinatrust Financial	Mizuho Financial	0.022662758282713233
Allianz	Generali Group	0.2276116332997054
Swedbank	Swisscom	0.024945830720992084
HCA Holdings	AIA Group	0.05208956505017687
Comcast	FCC	0.023504793728938923
Millicom International	Belle International Holdings	0.12672935094831775
Commercial International Bank	Keiyo Bank	0.08004782651599628
Abertis	Gecina	0.10146259416253879
China Hongqiao Group	Guangzhou Automobile Group Co. Ltd.	0.17576327229665256
Daishi Bank	Musashino Bank	0.28656477307697636
Recruit Holdings	Sinopharm Group	0.0723843313730395
BT Group	Catlin Group	0.023405937660974693
Mitsubishi Chemical	Kawasaki Heavy Industries	0.02596689176001297
SSE	Whitbread	0.02529697136810202
Bank Muscat	Westpac Banking Group	0.05000679027498718
Fresenius	Celgene	0.024324687159422858
CenterPoint Energy	DTE Energy	0.3250336353482006
Suruga Bank	Yuanta Financial Holding	0.10163475804715548
Mediolanum	Cattolica Assicurazioni	0.17785971884316598
Shanghai Commercial & Savings Bank	Midea Group Co. Ltd.	0.025934109959149625
Posco	Nippon Steel & Sumitomo Metal	0.07290314188577632
AECOM Technology	Seagate Technology	0.04779450427383572
Shinhan Financial Group	Capital One Financial	0.027199510286680557
Anhui Conch Cement	China Steel	0.07291582951414632
TD Bank Group	Kiyo Bank	0.10466768619082675
Babcock International Group	Financial Street Holdings	0.023782904373748345
JX Holdings	Fuji Heavy Industries	0.07575213672210158
SK Telecom	Hyosung	0.023944811818766194
HSBC Holdings	HD Supply Holdings	0.05633674598498704
Tesla Motors	Delphi Automotive	0.02401747091672065
Inpex	Korea Gas	0.0462653748768258
ING Group	Deutsche Bank	0.025608381888157
GS Holdings	Virgin Money Holdings	0.05632124372639226
Aetna	Cigna	0.5692689321120312
Solvay	Astellas Pharma	0.10357536687558672
China CNR	China Gezhouba	0.3308430194558089
China Oilfield Services	China Shenhua Energy	0.09923252461851244
Morgan Stanley	WW Grainger	0.05082421463305314
Bouygues	Eiffage	0.1421167388581593
LS Corp	Sumitomo Realty	0.02462046450681686
Iberdrola	Fortum	0.02365798593167439
Shanghai Electric Group	Millicom International	0.02426382930777311
Goodman Group	Swatch Group	0.025103976206730844
EasyJet	Aena	0.021456653748527555
Mitsubishi UFJ Lease	Kiyo Bank	0.08135782740355404
Ford Motor	KIA Motors	0.12460702739507468
Wolseley	Segro	0.0975032364753005
Iyo Bank	Musashino Bank	0.10906180573885947
Power Assets Holdings	First Republic Bank	0.02428356800888355
Olympus	Konica Minolta	0.2214751410781038
Ashikaga Holdings	Shimao Property Holdings	0.10579566363954608
Allied World Assurance	Travelers Cos	0.025931554351427816
Kajima	Orix	0.024542293509456956
Etisalat	Turkcell	0.02956400742709026
Taylor Wimpey	Travis Perkins	0.07782436136180367
Huaxia Bank	National Australia Bank	0.02443831803505986
American International Group	Edison International	0.31966041311299687
Financial Street Holdings	Yamaguchi Financial	0.02458847450393124
CIC Group	Hang Lung Group	0.026163431595190745
Saudi Arabian Mining	Saudi Arabian Fertilizers	0.4972121531460455
Charter Communications	Telecom Italia	0.051255691535140424
Nielsen Holdings	Chinese Estates	0.02401904381939615
Singapore Airlines	Cathay Financial	0.025469007379738322
Hiroshima Bank	United Overseas Bank	0.09894177191402939
RMB Holdings	Seven & I Holdings	0.06126366754878768
CF Industries Holdings	Arrow Electronics	0.024907803390724327
Taiheiyo Cement	Sunac China Holdings	0.02451595140459561
Cemig	Banco Bradesco	0.04891426156914011
Northern Trust	Starwood Property Trust	0.04803935951153706
Hyundai Heavy Industries	Cheil Industries	0.0752571929184152
Sumitomo Electric	Huadian Power International	0.048613125561578166
Top Frontier Investment Holdings	China Resources Land	0.027652557483435494
Resona Holdings	China Fortune Land Development	0.02339526332847781
Dassault Systemes	Thales	0.17641112628580893
Samsung Heavy Industries	Bajaj Auto	0.024790649764889688
Kawasaki Heavy Industries	Komatsu	0.053819078202532684
Shanghai Electric Group	Sino Land	0.02592831001817425
Dalian Wanda Commercial Properties	Orient Securities	0.023979671965578073
Verizon Communications	Chunghwa Telecom	0.02592877880786463
JFE Holdings	AerCap Holdings	0.08474258563630643
Kaisa Group Holdings	ARM Holdings	0.16946504327871031
United Continental Holdings	Aozora Bank	0.02388547068551995
Oleo E Gas Participacoes	Cemig	0.1236943512866694
Hong Kong Exchanges	Pang Da Automobile Trade	0.025232119852899075
Saudi Basic Industries	Savola Group	0.07779438654204011
NKSJ Holdings	Yamaguchi Financial	0.024835651262749163
NSK	Nippon Steel & Sumitomo Metal	0.02531218834526637
Alexion Pharmaceuticals	ResMed	0.024351265813789946
Willis Group Holdings	FIBI Holdings	0.09393647276485866
Mitsubishi UFJ Lease	Kawasaki Kisen Kaisha	0.024847658224169893
Sinopharm Group	Hengan International Group	0.30744266492271755
KB Financial Group	Tyco International	0.026150082653913966
Recruit Holdings	Hang Lung Group	0.024783380974132106
