source	target	correlation
Shanghai Industrial Holdings	RMB Holdings	0.2762851145278511
Resona Holdings	Alfresa Holdings	0.232722680476475
Helvetia Holding	Uniqa	0.2034306240481352
Kobe Steel	Hebei Iron & Steel	0.3165088658412045
Erdemir	Sabanci Holding	0.25266413290182427
Shimao Property Holdings	Agile Property Holdings	0.28547712192208957
Taiwan Cooperative Financial	Yuanta Financial Holding	0.385857412496002
ENN Energy Holdings	NextEra Energy	0.20913746394808033
Daishi Bank	China Merchants Bank	0.302751506483028
Asustek Computer	Wistron	0.2094006867110238
Sanlam	Investec	0.2662276679093457
Asustek Computer	Inventec	0.33147931580543105
Attijariwafa Bank	Doha Bank	0.3259566491650146
National Commercial Bank	Qatar National Bank	0.31053587261634025
Essilor International	American International Group	0.26772899128999383
BMCE Bank	National Commercial Bank	0.22934011868119936
Oceanwide Holdings	Greentown China Holdings	0.23905211481112057
Shizuoka Bank	DVB Bank	0.2562485791511204
Dongfeng Motor Group	SAIC Motor	0.38155345717795897
Tata Steel	Reliance Steel	0.4366894727814638
Novartis	Pfizer	0.3731321827416324
Doha Bank	First Gulf Bank	0.20473553104691786
American Financial Group	Hana Financial Group	0.2528654266569384
Banco Santander	Banco Continental	0.4790006298256892
Toho Bank	Siam Commercial Bank	0.2046838527742463
Doha Bank	Qatar National Bank	0.4830632079071758
Hong Kong Exchanges	Hong Leong Financial	0.4579737972499525
CapitaLand	Shimao Property Holdings	0.33226650576557865
T Rowe Price	Taylor Wimpey	0.20758575435857682
Steinhoff International	Glencore International	0.23414587911649334
Tohoku Electric Power	Korea Electric Power	0.7874706529639725
Sunac China Holdings	Shimao Property Holdings	0.22773423115307842
AGL Resources	AGL Energy	0.2871114162444843
NKSJ Holdings	Yamato Holdings	0.32151219120607644
Tyson Foods	ConAgra Foods	0.3199600023869162
Fubon Financial	Taishin Financial Holdings	0.6153612840572075
Datang International Power	China Longyuan Power	0.5362405048686738
Honda Motor	Toyota Motor	0.6072479311289587
Axis Bank	Musashino Bank	0.26120752095378025
Mitsubishi UFJ Lease	Mitsubishi Corp	0.2296649222780472
Chubu Electric Power	Tohoku Electric Power	0.8120477696639001
American Financial Group	SVB Financial Group	0.2041109270432508
American International Group	Baxter International	0.24492072007720325
Datang International Power	China Shenhua Energy	0.30405189161403723
Grupo ACS	Grupo Inbursa	0.2770944906369489
Gas Natural Fenosa	Galp Energia	0.20239015572583421
NKSJ Holdings	Nomura Holdings	0.3101799638508917
JX Holdings	Yamato Holdings	0.34342724968755045
Merck & Co	Wheelock & Co	0.3680788657902484
Harbin Bank	Suruga Bank	0.28415598500362066
Baker Hughes	Kinder Morgan	0.2241701660520233
Dongfang Electric	SDIC Power Holdings	0.2277530327344791
Deutsche Bank	JPMorgan Chase	0.2583914262121565
Snam	Atlantia	0.20280808613385026
United Overseas Bank	Syndicate Bank	0.23462440439321555
Klepierre	Gecina	0.2831162448771392
China Merchants Securities	Haitong Securities	0.4281804098559764
Nomos Bank	Halyk Bank	0.2853458153439628
Kansai Electric Power	Power Finance	0.2645258536546986
Daiichi Sankyo	Eisai	0.4094046455796814
Southwestern Energy	Peabody Energy	0.2602209225932742
Yara International	International Paper	0.23980135030793506
Citic Securities	Changjiang Securities	0.3597297891926467
Taiwan Cooperative Financial	Taiwan Business Bank	0.4202861613913415
Commonwealth Bank	Syndicate Bank	0.22801193641512593
Sempra Energy	NRG Energy	0.48587451585782065
DTE Energy	Sempra Energy	0.20191883837985566
Citic Securities	Huatai Securities	0.41200721070647267
Greentown China Holdings	Midea Group Co. Ltd.	0.35244331570209075
General Electric	Hokkaido Electric Power	0.2132591014477738
Taishin Financial Holdings	E.Sun Financial	0.4362145650976371
Kobe Steel	Angang Steel	0.21877238951079175
China Shenhua Energy	SDIC Power Holdings	0.20423580698142382
Iberdrola	Galp Energia	0.23502922710868393
Suncor Energy	Husky Energy	0.20514474781370298
Doosan	Hyundai Glovis	0.2529071422639683
Saudi British Bank	Qatar Islamic Bank	0.27299024792394144
Swire Pacific	Union Pacific	0.37987132516689304
Everbright Securities	China Everbright Bank	0.3334224372947808
Catcher Technology	TPV Technology	0.2541671369767763
CapitaLand	SJM Holdings	0.22593861044890154
Ford Motor	Honda Motor	0.37304170693679267
Harris	Williams Cos	0.27643003687739054
Xcel Energy	Sempra Energy	0.257910887793743
Guangdong Electric Power	Tokyo Electric Power	0.5198433439000041
Zenith Bank	Signature Bank	0.251659754987646
Charles Schwab	George Weston	0.35472830702620706
Etisalat	Saudi Telecom	0.2918259316853368
KB Financial Group	Principal Financial Group	0.38077444952772976
China Cosco Holdings	Shanghai Industrial Holdings	0.27989630648514163
Kotak Mahindra Bank	Allahabad Bank	0.40590480490534614
Banco Popular Espanol	Banco De Venezuela	0.302804812932112
Hengan International Group	Guangzhou Automobile Group Co. Ltd.	0.2574039297766764
Huaneng Power International	China Longyuan Power	0.5415979328662751
AmBank Group	DBS Group	0.2246635579114458
DGB Financial Group	Samba Financial Group	0.22329090650959263
Signature Bank	Corporation Bank	0.226879392609163
Banco Davivienda	Banco BPI	0.5273156879230937
Denso	JTEKT	0.22102991863079613
Mitsubishi Chemical	Mitsubishi Materials	0.48411928064262927
MMI Holdings	Oji Holdings	0.23134120045468637
Morgan Stanley	Pearson	0.2003437677934235
Celanese	Chemtura	0.33585562470401137
China Shenhua Energy	China Gezhouba	0.2831055885233108
WPG Holdings	Meiji Holdings	0.27016890890515605
American Realty Capital Properties	Realty Income	0.26227446113746655
Old Republic International	Republic Services	0.41830238343826015
Chiba Bank	Kagoshima Bank	0.5163656664940074
UCO Bank	Commonwealth Bank	0.30602668369052194
CorpBanca	Banco Davivienda	0.332878733933416
HDFC	HDFC Bank	0.3967249982596026
DVB Bank	National Commercial Bank	0.2798032441160603
Suruga Bank	Kagoshima Bank	0.3109816719658279
Woodside Petroleum	Anadarko Petroleum	0.4093487292780902
Frontier Communications	Rogers Communications	0.43931579583407027
Recruit Holdings	Oceanwide Holdings	0.22031983147604112
BioMarin Pharmaceutical	Vertex Pharmaceuticals	0.2150752322391166
Electric Power Development	Tokyo Electric Power	0.3730939505161591
JFE Holdings	Alfresa Holdings	0.33232757336213914
Canara Bank	IDBI Bank	0.553394480571379
ICICI Bank	IndusInd Bank	0.6591507010448756
Morgan Stanley	Rockwell Collins	0.2539270968364148
Alinma Bank	Ahli United Bank	0.2506212921308093
SVB Financial Group	JB Financial Group	0.20905926884830298
Israel Discount Bank	Bank Hapoalim	0.4934129310756284
Alpha Bank	Higo Bank	0.229778572005818
Mediolanum	Mediobanca	0.463538186046723
China Shipbuilding Industry	Sany Heavy Industry	0.23295170641448615
Commonwealth Bank	Blom Bank	0.2056658801805223
Kaisa Group Holdings	Yamato Holdings	0.24448253825249813
Zurich Insurance Group	QBE Insurance Group	0.3796276804143211
Sumitomo Mitsui Trust	Sojitz	0.5236847372729992
Fuji Heavy Industries	Mitsubishi Materials	0.2987448457870736
China Merchants Bank	Siam Commercial Bank	0.2255851398493805
Sunac China Holdings	China Merchants Holdings	0.37804649028252724
Banco Bradesco	Banrisul	0.3834966367044777
China Merchants Bank	Higo Bank	0.20595311383518103
Ameriprise Financial	Genworth Financial	0.3311673648606591
Axis Bank	Indian Overseas Bank	0.2560801740936989
Shinhan Financial Group	E.Sun Financial	0.22532211048833126
Alliant Energy	Southwestern Energy	0.2571583941724756
Daiwa Securities	Nomura Holdings	0.22398807002044674
Kaisa Group Holdings	SK Holdings	0.32166277192317677
Indian Bank	UCO Bank	0.20892038152818854
EFG Eurobank Ergasias	OTP Bank	0.2530329718452158
UBS	Deutsche Bank	0.29269862242809086
Ecopetrol	Repsol YPF	0.3585859844550356
Joyo Bank	Kagoshima Bank	0.3059388530678407
Hiroshima Bank	Higo Bank	0.20866086558879526
Shanghai Commercial & Savings Bank	Commercial Bank For Investment & Development Of Vietnam	0.4436322734129298
Mitsubishi Motors	Mazda Motor	0.2608875890604917
Singapore Airlines	Cathay Pacific Airways	0.2522108016646263
General Mills	Dollar General	0.22788777427716084
Thanachart Capital	TMB Bank	0.20476175032528715
Industrial Alliance Insurance	Ping An Insurance Group	0.2120667066593268
Public Power	CGN Power	0.33556097372554533
Bank Muscat	Arab National Bank	0.33287909860501635
China Construction Bank	Taiwan Business Bank	0.36012615483817123
Commerzbank	Deutsche Lufthansa	0.3334362190355344
Colruyt	Carrefour	0.2231648708257711
China Resources Land	China Fortune Land Development	0.2858161231329565
Shanxi Taigang Stainless	Hebei Iron & Steel	0.23393334593257334
Hartford Financial Services	Discover Financial Services	0.2781235890122498
China Railway Construction	China Communications Construction	0.38452784108809596
Doha Bank	Riyad Bank	0.3308656831219623
China Merchants Holdings	Midea Group Co. Ltd.	0.2530009507312242
Joyo Bank	Higo Bank	0.3151746202587855
Abu Dhabi Commercial Bank	BMCE Bank	0.2351233322622869
LG Corp	Samsung SDI	0.20557973626358916
Banco de Sabadell	Banco Davivienda	0.27532103263988633
Zenith Bank	BMCE Bank	0.2541835754762125
Hunan Valin Steel	Wuhan Iron & Steel	0.2826171029483762
IDBI Bank	Syndicate Bank	0.20136865657760586
PTT Global Chemical	PTT PCL	0.20818041696740652
American Equity Investment	Equity Residential	0.3603263596760645
Fukuoka Financial Group	Yamaguchi Financial	0.21245789809410096
Public Power	Huaneng Power International	0.20745033143611913
Resona Holdings	Oji Holdings	0.23548840234117518
China Minsheng Banking	China Citic Bank	0.6172858113018052
National Commercial Bank	Arab National Bank	0.29058205755006
Harbin Bank	Chinatrust Financial	0.22586969165640128
Shinsei Bank	Toho Bank	0.2282653827220404
Guangdong Electric Power	SDIC Power Holdings	0.28599203469531054
Chongqing Rural Bank	Nanto Bank	0.20059445835859627
Kimco Realty	Realty Income	0.2110805834869212
Harris	Pearson	0.27722024340440193
AmTrust Financial Services	Discover Financial Services	0.38089103373827987
Indian Bank	Kotak Mahindra Bank	0.24755886444110545
Empresas CMPC	Grupo Aval	0.42969526179308487
Formosa Chemicals	Mitsui Chemicals	0.2107523890157607
Harris	Rockwell Collins	0.2808369535723568
Balfour Beatty	T Rowe Price	0.20487485656525706
Tokio Marine Holdings	Asahi Group Holdings	0.3276270674374448
Aareal Bank	Garanti Bank	0.22755922197641565
Public Service Enterprise Group	China Resources Enterprise	0.5738009277318622
Axis Bank	ICICI Bank	0.22552560101514477
Mediolanum	CaixaBank	0.2018900680939915
Brightoil Petroleum	PetroChina	0.2656776226715481
Qatar Islamic Bank	Arab National Bank	0.22972271227001387
Fidelity National Information	Fidelity National Financial	0.3296862295954536
Shinsei Bank	Mitsubishi UFJ Financial	0.28928329013315507
SSE	Centrica	0.32854466689633094
Toyota Tsusho	Toyota Motor	0.3014502861678033
Daishi Bank	Nanto Bank	0.4869139666486091
Harbin Bank	Kagoshima Bank	0.2294876458523578
Alexion Pharmaceuticals	Vertex Pharmaceuticals	0.3888119634944844
Harris	Baker Hughes	0.31062680148723143
Toho Bank	Higo Bank	0.23754551784129568
UBI Banca	Banca MPS	0.35990849598038693
Industrial Bank	Syndicate Bank	0.22842589230178537
HDFC Bank	Canara Bank	0.4260232899370568
RMB Holdings	Asahi Group Holdings	0.25007061218938886
Shiga Bank	Aozora Bank	0.20613441219577375
Huadian Power International	Chugoku Electric Power	0.23769531651691017
Banco Davivienda	Banco Continental	0.37874594203779954
China Coal Energy	Towngas	0.2046821011145567
Microchip Technology	TPV Technology	0.23120474636453692
Samba Financial Group	KB Financial Group	0.4150489433852616
DVB Bank	Standard Bank Group	0.20420858628663
Daishi Bank	Chiba Bank	0.4368550063343364
Harbin Bank	Nanto Bank	0.33444812259009904
United Utilities	United Overseas Bank	0.2551719472874769
Kobe Steel	Nippon Steel & Sumitomo Metal	0.28967044992897617
Fubon Financial	China Minsheng Banking	0.23067522956299819
Uniqa	Ageas	0.2271780545784823
Shanghai Electric Group	Midea Group Co. Ltd.	0.20323625850332927
China Unicom	China Mobile	0.4291095434240407
Industrial Bank	Musashino Bank	0.23078526611887512
China Resources Power	Huadian Power International	0.542321641145685
Saudi Hollandi Bank	Alinma Bank	0.35717520875185726
Datang International Power	Guangdong Electric Power	0.4655231913647841
InterContinental Hotels	Wyndham Worldwide	0.20354768200331927
Banco Davivienda	Banco Santander	0.29990731199042475
Arab Banking	Banque Saudi Fransi	0.22692055465679925
Hokkaido Electric Power	Power Finance	0.23924381175579773
Mechel	UC Rusal	0.22437652235365108
Kirin Holdings	Kaisa Group Holdings	0.21795759033755277
SJM Holdings	SK Holdings	0.3120662500584141
Nordea Bank	Danske Bank	0.5430879989126406
Grupo Carso	Grupo Inbursa	0.5581877235974674
Daishi Bank	Kiyo Bank	0.258974017417243
Kotak Mahindra Bank	IDBI Bank	0.5467176610526485
Lockheed Martin	Raytheon	0.20682782425334406
Toshiba	Hitachi	0.3925309632793803
ICICI Bank	Andhra Bank	0.5347409943460997
CLP Holdings	Oji Holdings	0.2267748257809414
Pegatron	Inventec	0.5706838071202225
Electric Power Development	Kyushu Electric Power	0.3939987101057007
Yamanashi Chuo Bank	Gunma Bank	0.2786499326705241
Datang International Power	Chugoku Electric Power	0.26315265633359475
China Railway Group	China Hongqiao Group	0.20519425520003898
Johnson Controls	Morgan Stanley	0.23061788363969354
Israel Discount Bank	Israel Corp	0.23086695874358404
Dongbu Insurance	China Life Insurance	0.264470394170669
Tokyo Electric Power	Huadian Power International	0.20903131599048141
China Construction Bank	Shanghai Commercial & Savings Bank	0.25595738864761863
Ashikaga Holdings	Alfresa Holdings	0.26375985562669196
JSW Steel	Novolipetsk Steel	0.32911778313988027
Panasonic	Toshiba	0.3150655653323741
China Taiping Insurance	China Pacific Insurance	0.33325167762252017
Shaanxi Coal Industry	China Shenhua Energy	0.20422073022258072
Huadian Power International	SDIC Power Holdings	0.46540853245653035
China Merchants Bank	China Citic Bank	0.38211058957369437
Generali Group	Vienna Insurance Group	0.26174835491693094
Nanto Bank	Shiga Bank	0.20634934387980472
GD Power Development	Power Finance	0.2602352262277878
Regeneron Pharmaceuticals	Valeant Pharmaceuticals	0.2802637261409529
Aetna	Centene	0.21518864950616573
Empresas CMPC	Grupo ACS	0.34722483796399445
CLP Holdings	JX Holdings	0.3240803722299009
Raiffeisen Bank International	Nomos Bank	0.20700315200132288
Chow Tai Fook Jewellery	Shin Kong Financial	0.22590516812456526
Dalian Wanda Commercial Properties	Commercial International Bank	0.4522648712703349
Huaneng Power International	China Yangtze Power	0.33174002613156867
Axis Bank	Nanto Bank	0.28247232816823936
Keyence	Fanuc	0.22234779698195614
Spectra Energy	Sempra Energy	0.2133006777915405
Kotak Mahindra Bank	HDFC Bank	0.6923102932696213
Chubu Electric Power	Electric Power Development	0.4716250262083467
Westpac Banking Group	Lloyds Banking Group	0.2005920553432029
American Financial Group	Samba Financial Group	0.40442847275067895
Sumitomo Electric	Sumitomo Mitsui Financial	0.2453999838588141
Indian Overseas Bank	Syndicate Bank	0.33247726243976367
Higo Bank	Kiyo Bank	0.3401959108071437
Saudi British Bank	Saudi Arabian Fertilizers	0.32903929451969643
Kagoshima Bank	Shiga Bank	0.2310899251096621
MGM Resorts	Host Hotels & Resorts	0.20349172726652676
Asahi Group Holdings	Meiji Holdings	0.5172702171592711
MegaFon	Sistema	0.43705510802441555
Aeon	Hankyu Hanshin Holdings	0.32116802977015924
Huaxia Bank	Toho Bank	0.25984138038414584
Huaneng Power International	Hokkaido Electric Power	0.23755362614321715
Spectra Energy	Noble Energy	0.28459056384312875
Bank Muscat	Canara Bank	0.23052342398249223
Huntington Bancshares	Zions Bancorp	0.22304456570455816
Datang International Power	Kansai Electric Power	0.2412322436860226
Kimco Realty	American Realty Capital Properties	0.35999303684729794
Hitachi	Kyocera	0.25541731815732066
New China Life Insurance	China Taiping Insurance	0.21108634643163535
Fubon Financial	Cathay Financial	0.48806156608712187
National Commercial Bank	Union National Bank	0.32486650501597736
Ashtead Group	HRG Group	0.2274464766560843
Guangdong Electric Power	China Longyuan Power	0.32810170823820056
Prada	Christian Dior	0.20961822027262458
Tohoku Electric Power	Chugoku Electric Power	0.7678557837845374
Saudi British Bank	Banque Saudi Fransi	0.2258257460952081
Telekom Indonesia	Maxis	0.23445153195759225
Chongqing Rural Bank	China Everbright Bank	0.228001022789172
Asahi Group Holdings	SK Holdings	0.2858613990076266
PetroChina	CNOOC	0.5393942933506378
Vornado Realty	American Realty Capital Properties	0.25786437973912285
EFG Eurobank Ergasias	Aareal Bank	0.2726375583868102
Weichai Power	GD Power Development	0.23477133193528
Allahabad Bank	IndusInd Bank	0.506767509542006
JX Holdings	Asahi Group Holdings	0.3424752849753164
Tyco International	American International Group	0.24099678991816367
Maanshan Iron & Steel	US Steel	0.34428894649393715
Raiffeisen Bank International	PKO Bank Polski	0.2517898188759568
Waters	Taylor Wimpey	0.20616647867345614
Snam	A2A	0.2640705246854014
Shizuoka Bank	Shiga Bank	0.33543018615753867
Suruga Bank	Taiwan Business Bank	0.28244235219267266
Hyundai Steel	Posco	0.21458452840518014
Banco Santander	Banco Bradesco	0.35573326219432333
ICICI Bank	Allahabad Bank	0.5623161524510034
Aurubis	Salzgitter	0.2332733934416452
Yamato Holdings	Midea Group Co. Ltd.	0.23909535205966567
Erdemir	Koç Holding	0.20422496387161512
Huaxia Bank	Nanto Bank	0.3097667216066035
BG Group	WH Group	0.2631173097540161
Citic Securities	Orient Securities	0.24822520087742422
Zenith Bank	Nanto Bank	0.20471008667708018
Bidvest Group	Sanlam	0.2046575983574044
SEB	Sampo	0.36510521974808013
Deutsche Bank	Deutsche Post	0.30961502159814597
E.Sun Financial	Yuanta Financial Holding	0.4636918840373098
Sumitomo Rubber	Nippon Paper Industries	0.2019741072318979
Itochu	Mitsui Fudosan	0.3602555230003914
North Pacific Bank	East West Bancorp	0.2409408273833885
Axis Bank	Commonwealth Bank	0.23108530288246928
Iyo Bank	Siam Commercial Bank	0.20803329550338975
Mitsubishi UFJ Financial	Mizuho Financial	0.5623929163479048
Standard Bank Group	Standard Chartered	0.21369588994646732
Sekisui Chemical	Sumitomo Chemical	0.4365110980877931
Qatar Islamic Bank	Qatar National Bank	0.4295337167373046
Burgan Bank	Industrial Bank	0.2557034542008896
LG Corp	Samsung Heavy Industries	0.2556932047463637
First Republic Bank	National Commercial Bank	0.20304379248015092
Oji Holdings	Yamato Holdings	0.3218287889825865
Commercial Bank For Investment & Development Of Vietnam	Siam Commercial Bank	0.22552089830813643
Axis Bank	Indian Bank	0.23392626729811497
PKN Orlen	MOL Hungarian Oil	0.21512344550483023
KB Financial Group	Fukuoka Financial Group	0.2606582474048045
Taisei	Aisin Seiki	0.2550753158506064
Commercial International Bank	Siam Commercial Bank	0.40926759716303357
Olam International	International Paper	0.23682316675906065
Volkswagen Group	BMW Group	0.3475999440662396
Sanlam	Naspers	0.25720579071648
Nanto Bank	Musashino Bank	0.41758418177674966
Commercial International Bank	Attijariwafa Bank	0.2236249519561983
Canara Bank	Syndicate Bank	0.38535657167302134
Hysan Development	Longfor Properties	0.2092809815058077
Baoshan Iron & Steel	China Steel	0.28978679199517005
Micron Technology	Microchip Technology	0.3842709963711153
Kagoshima Bank	Chugoku Bank	0.5638405947189932
OTP Bank	Aareal Bank	0.43284950982747683
Industrial Bank	Commonwealth Bank	0.25435754863003185
BioMarin Pharmaceutical	Takeda Pharmaceutical	0.2669902892784582
Sinopharm Group	Greentown China Holdings	0.20529222210045867
Mitsubishi Electric	Mitsubishi Heavy Industries	0.26151634532179036
KB Financial Group	BS Financial Group	0.33061490564289653
Chiba Bank	Nanto Bank	0.36017525278379653
China Railway Group	Midea Group Co. Ltd.	0.20089398620137985
Public Power	Tohoku Electric Power	0.48575543707533475
Compal Electronics	Inventec	0.558805081839817
NRG Energy	Southwestern Energy	0.2569186287503783
Wistron	Innolux	0.4138979178981924
Bank Leumi	Bank Hapoalim	0.7913948290603604
JSW Steel	Reliance Steel	0.3389438866698329
AmTrust Financial Services	Ally Financial	0.2592506424352123
Dexia	Natixis	0.3298394875711045
China Everbright Bank	China Citic Bank	0.7864195740433743
Cathay Financial	Taiwan Business Bank	0.2075024524376053
RSA Insurance Group	QBE Insurance Group	0.45904508899201923
Johnson & Johnson	Mead Johnson Nutrition	0.28937727642859695
Oceanwide Holdings	Tencent Holdings	0.2966638374174799
Harris	Archer Daniels Midland	0.25288242885624507
CenterPoint Energy	Entergy	0.22670865594051515
Alexion Pharmaceuticals	Regeneron Pharmaceuticals	0.5572346996694469
Doha Bank	Arab Bank	0.4133879773063277
Kansai Electric Power	CGN Power	0.29092243618310715
Experian	Equifax	0.5508215620254223
Shanghai Electric Group	China Railway Group	0.23342793495637512
IOI Group	CIMB Group Holdings	0.38189645486134643
Chugoku Electric Power	CGN Power	0.3134156712207919
Nippon Express	Express Scripts	0.7062386042631342
Sunac China Holdings	Greentown China Holdings	0.47917856077653953
TDK	Hitachi	0.2668357024763557
China Telecom	Chunghwa Telecom	0.2882134570722426
Fanuc	Nidec	0.2014301679441285
Public Power	Hokkaido Electric Power	0.4544555136245358
Chongqing Rural Bank	Taiwan Business Bank	0.26160462327528855
Nissan Motor	Isuzu Motors	0.28008900865653524
Sichuan Changhong Electric	Anhui Conch Cement	0.26229430885210014
Novolipetsk Steel	Angang Steel	0.4143471395062242
China Minsheng Banking	China Everbright Bank	0.6664418202263351
Saudi Basic Industries	Saudi Arabian Fertilizers	0.2825313662467463
Southwest Airlines	Qantas Airways	0.2176627476615597
Biogen Idec	Novartis	0.23531875151002252
SBA Communications	Charter Communications	0.26483030626540255
JX Holdings	Alfresa Holdings	0.2407254329036644
Israel Discount Bank	Mizrahi Tefahot Bank	0.45789237580624026
Valero Energy	Noble Energy	0.20155152107276658
Cemig	Eletrobrás	0.6135313931719583
LG Chem	LG Electronics	0.37291618254419723
DVB Bank	Iyo Bank	0.23529973885506336
Samsung Heavy Industries	Samsung Electronics	0.24181146311350546
Sojitz	Sumitomo Rubber	0.30644095062751303
Ameren	DTE Energy	0.22365492381582153
Northern Trust	Essex Property Trust	0.25734693776023315
British Sky Broadcasting	ITV	0.21272381097606452
PBF Energy	Chesapeake Energy	0.2937009308694752
Hartford Financial Services	Principal Financial Group	0.20072660159642539
SingTel	Maxis	0.5406409554746308
Hunan Valin Steel	Maanshan Iron & Steel	0.260714501174877
NIKE	Adidas	0.3389198580453922
Haitong Securities	Changjiang Securities	0.412584512644052
Everbright Securities	Huatai Securities	0.3649271259998003
China Construction Bank	China Minsheng Banking	0.25467333397728004
Axis Bank	Syndicate Bank	0.5071539782045474
Canara Bank	Union National Bank	0.20933212112869007
Canara Bank	Andhra Bank	0.6894597987935736
Pirelli & C	J Sainsbury	0.25056565586041846
Harman International	Magna International	0.259370245000046
Industrial Bank	Higo Bank	0.2315578961035006
Balfour Beatty	Jones Lang LaSalle Inc.	0.25081602931434727
Chubu Electric Power	Datang International Power	0.21354506871667842
Surgutneftegas	LukOil	0.22813006097048405
Mashreq Bank	Burgan Bank	0.3270033394703342
Ford Motor	Mazda Motor	0.3922068306250546
Chugoku Bank	Gunma Bank	0.5162185198216801
Tohoku Electric Power	CGN Power	0.31311866979156705
American Financial Group	American International Group	0.23169476562394592
Banque Centrale Populaire	Société Générale	0.27734618564021973
Isetan Mitsukoshi Holdings	Hankyu Hanshin Holdings	0.35633198425779766
CGN Power	Korea Electric Power	0.3143868549714356
Kansai Electric Power	Korea Electric Power	0.767163586023049
Sinopharm Group	Guangzhou Automobile Group Co. Ltd.	0.25124362782860243
